customer_id,age,gender,tenure,monthly_charges,total_charges,contract_type,payment_method,calls_made,data_used_gb,international_calls,customer_support_calls,churn
1608,41,Female,4,115.68,1212.25,Month-to-Month,Bank Transfer,290,31.25,1,6,0
1609,42,Female,18,84.4,3163.32,Month-to-Month,Credit Card,156,9.33,5,7,0
1610,24,Female,42,118.26,4730.68,Two Year,Bank Transfer,119,19.97,1,5,0
1611,69,Female,30,51.18,502.26,Two Year,Bank Transfer,253,30.1,9,7,0
1612,23,Male,15,38.63,635.79,Month-to-Month,Electronic Check,77,29.91,1,9,0
1613,70,Male,70,60.33,4234.81,Month-to-Month,Credit Card,270,29.77,2,3,0
1614,41,Male,55,67.08,637.01,Month-to-Month,Electronic Check,151,37.43,2,9,0
1615,50,Male,53,109.54,292.94,Month-to-Month,Mailed Check,116,6.18,3,6,0
1616,66,Female,16,75.99,1804.86,Month-to-Month,Mailed Check,173,4.61,8,2,0
1617,46,Female,34,49.22,2386.86,Month-to-Month,Credit Card,338,8.25,8,2,0
1618,60,Female,27,94.26,2890.28,Month-to-Month,Mailed Check,291,39.83,1,2,1
1619,39,Male,13,70.58,2585.77,One Year,Mailed Check,61,4.18,1,9,0
1620,43,Female,27,36.21,4574.6,One Year,Bank Transfer,252,12.04,5,4,0
1621,45,Male,69,77.68,3866.47,Two Year,Electronic Check,269,13.48,4,5,0
1622,67,Female,31,111.14,4920.67,Month-to-Month,Electronic Check,228,32.72,4,3,0
1623,38,Female,3,104.26,2434.63,One Year,Electronic Check,275,20.68,6,4,1
1624,66,Female,30,78.68,513.22,Month-to-Month,Credit Card,263,10.75,8,2,0
1625,24,Female,21,57.71,4782.1,Month-to-Month,Bank Transfer,317,23.03,0,7,0
1626,34,Female,6,28.7,120.15,One Year,Bank Transfer,68,34.59,4,9,0
1627,37,Male,32,66.96,3902.87,Two Year,Credit Card,364,39.52,4,5,1
1628,58,Female,42,95.21,253.28,One Year,Electronic Check,318,7.07,4,3,1
1629,66,Male,62,56.03,3829.95,Month-to-Month,Bank Transfer,324,36.02,8,0,0
1630,37,Male,32,43.54,4695.9,Month-to-Month,Bank Transfer,213,1.22,5,9,0
1631,71,Male,39,113.14,2007.38,One Year,Electronic Check,263,36.49,7,2,0
1632,39,Male,64,102.16,1280.73,One Year,Mailed Check,271,33.39,7,7,0
1633,45,Male,30,83.83,1208.77,One Year,Credit Card,318,23.96,5,1,0
1634,78,Male,63,33.68,2509.42,Month-to-Month,Bank Transfer,133,7.71,5,3,0
1635,57,Male,31,34.49,937.35,Month-to-Month,Electronic Check,280,38.46,9,9,0
1636,66,Male,40,30.32,3397.33,Month-to-Month,Mailed Check,93,4.52,7,4,0
1637,24,Female,33,81.63,1904.93,Two Year,Electronic Check,125,44.88,0,5,1
1638,18,Female,63,31.56,1683.24,Month-to-Month,Electronic Check,386,38.9,8,1,0
1639,49,Male,25,104.26,2360.3,Month-to-Month,Mailed Check,210,37.31,8,6,0
1640,30,Male,36,119.3,2758.68,One Year,Credit Card,285,37.97,7,8,0
1641,47,Male,24,56.63,795.46,Month-to-Month,Bank Transfer,357,4.31,3,8,0
1642,40,Female,58,65.37,3568.04,One Year,Credit Card,166,49.51,0,3,0
1643,68,Female,39,91.17,4426.44,One Year,Credit Card,139,43.07,1,9,0
1644,76,Male,46,113.72,1462.14,Month-to-Month,Electronic Check,388,25.89,0,3,0
1645,73,Male,10,109.41,983.92,Month-to-Month,Electronic Check,318,36.25,2,1,0
1646,36,Female,32,25.76,3826.48,One Year,Electronic Check,303,37.22,8,8,0
1647,79,Female,36,36.91,999.35,Month-to-Month,Credit Card,187,41.66,5,4,0
1648,49,Male,28,95.46,302.15,Month-to-Month,Bank Transfer,144,13.51,4,6,1
1649,47,Male,16,88.89,3134.29,Month-to-Month,Electronic Check,204,19.23,7,2,1
1650,46,Male,16,33.32,1274.78,Month-to-Month,Mailed Check,244,40.18,9,7,0
1651,66,Male,18,70.21,941.87,Month-to-Month,Bank Transfer,374,38.68,2,6,0
1652,62,Female,8,98.08,4909.85,Month-to-Month,Bank Transfer,54,26.61,9,7,0
1653,46,Female,70,41.88,1530.14,Month-to-Month,Bank Transfer,120,20.41,2,1,1
1654,47,Male,1,107.13,4526.87,Month-to-Month,Mailed Check,153,48.45,4,7,0
1655,33,Male,62,25.3,973.27,Month-to-Month,Mailed Check,105,21.34,0,0,1
1656,57,Male,38,98.22,4112.99,Month-to-Month,Electronic Check,356,38.44,6,9,1
1657,36,Female,45,81.58,2559.89,One Year,Bank Transfer,361,21.22,2,5,0
1658,35,Male,58,51.52,485.11,Month-to-Month,Credit Card,219,16.18,1,5,0
1659,18,Male,1,92.09,3694.67,Two Year,Credit Card,190,32.41,6,9,0
1660,31,Male,32,98.24,4471.16,Month-to-Month,Credit Card,83,40.57,0,9,0
1661,68,Female,8,113.39,898.78,Month-to-Month,Electronic Check,102,49.09,0,6,0
1662,64,Male,40,56.78,3655.39,One Year,Credit Card,52,8.3,8,3,0
1663,67,Female,56,88.6,2280.76,Month-to-Month,Bank Transfer,379,43.93,6,7,0
1664,19,Male,63,80.26,3793.97,Month-to-Month,Electronic Check,299,26.68,2,1,0
1665,71,Male,36,72.52,3598.25,Month-to-Month,Electronic Check,156,6.28,4,7,0
1666,45,Male,57,109.04,230.34,Month-to-Month,Mailed Check,148,39.92,1,6,0
1667,66,Female,45,20.32,975.73,Month-to-Month,Bank Transfer,342,17.25,4,9,0
1668,67,Male,2,48.21,2408.03,Month-to-Month,Credit Card,229,43.54,8,5,0
1669,47,Male,68,73.83,4674.61,Month-to-Month,Bank Transfer,183,8.73,9,7,0
1670,55,Female,50,37.83,1776.16,One Year,Bank Transfer,198,35.84,4,1,0
1671,68,Female,29,110.79,3181.48,One Year,Electronic Check,350,15.74,0,7,0
1672,21,Female,10,84.76,159.21,Month-to-Month,Credit Card,182,13.61,7,9,0
1673,18,Male,27,67.79,3584.52,One Year,Credit Card,308,3.46,5,3,0
1674,25,Female,15,101.47,3055.03,Month-to-Month,Credit Card,325,24.61,1,6,0
1675,46,Male,60,65.09,3605.43,Month-to-Month,Mailed Check,253,20.18,5,9,0
1676,72,Female,31,75.87,4532.84,One Year,Bank Transfer,110,4.02,8,7,0
1677,56,Female,21,20.28,817.84,Month-to-Month,Electronic Check,209,12.11,2,2,0
1678,20,Female,60,56.57,1381.79,Month-to-Month,Electronic Check,196,24.88,4,7,0
1679,49,Male,58,33.88,4979.33,Month-to-Month,Electronic Check,192,40.61,6,0,1
1680,27,Male,41,88.97,865.79,Month-to-Month,Credit Card,379,46.54,9,8,0
1681,27,Male,46,67.9,3631.07,Month-to-Month,Credit Card,362,26.25,1,1,0
1682,36,Male,45,50.18,3652.87,One Year,Electronic Check,203,20.76,0,1,0
1683,63,Male,26,66.78,3446.67,Month-to-Month,Bank Transfer,375,47.78,4,4,0
1684,51,Male,51,40.96,1214.46,Month-to-Month,Electronic Check,160,48.18,3,7,0
1685,77,Male,36,112.51,1154.16,Month-to-Month,Bank Transfer,139,10.33,8,0,0
1686,50,Male,52,25.4,3365.07,One Year,Electronic Check,98,27.04,9,2,0
1687,40,Male,51,106.54,1012.63,Month-to-Month,Bank Transfer,180,41.22,3,7,0
1688,72,Female,3,71.14,3341.66,Month-to-Month,Electronic Check,260,41.29,6,6,1
1689,45,Female,14,81.89,2513.39,One Year,Mailed Check,277,34.56,4,5,1
1690,49,Male,49,50.26,1994.48,Month-to-Month,Mailed Check,302,24.1,4,0,0
1691,67,Male,1,116.67,1571.14,Month-to-Month,Credit Card,143,20.78,5,3,0
1692,24,Male,57,48.19,4743.13,Month-to-Month,Credit Card,214,40.51,7,2,1
1693,46,Male,17,78.89,2589.66,Month-to-Month,Credit Card,158,12.06,3,9,0
1694,25,Female,50,119.34,2850.13,Month-to-Month,Credit Card,109,21.99,8,9,0
1695,18,Female,14,108.11,4751.35,Month-to-Month,Electronic Check,147,28.78,5,6,0
1696,74,Male,59,73.63,3304,Month-to-Month,Mailed Check,236,41.76,7,7,0
1697,72,Female,3,119.04,4793.48,Two Year,Credit Card,285,19.32,3,6,0
1698,20,Female,40,90.14,621.2,Month-to-Month,Bank Transfer,130,27.88,8,4,0
1699,41,Male,66,40.87,4248.53,Month-to-Month,Bank Transfer,91,14.68,8,8,0
1700,40,Male,34,60.56,1743.53,One Year,Credit Card,200,42.01,0,3,0
1701,76,Male,9,53.45,4071.39,Month-to-Month,Credit Card,122,39.49,0,2,0
1702,78,Male,21,54.4,4292.62,Month-to-Month,Credit Card,76,41.18,6,7,0
1703,25,Female,25,96.05,1430.29,Month-to-Month,Electronic Check,130,3.82,2,0,0
1704,71,Male,44,78.43,2103.27,Month-to-Month,Bank Transfer,282,24.86,6,9,0
1705,74,Female,25,23.81,3657.47,Month-to-Month,Bank Transfer,223,7.66,0,1,0
1706,64,Male,9,107.74,585.37,Month-to-Month,Bank Transfer,322,34.01,0,9,0
1707,54,Female,62,49.68,3802.11,One Year,Mailed Check,162,16.26,6,4,0
1708,20,Male,26,119.71,641.32,Month-to-Month,Electronic Check,299,38.95,3,8,0
1709,68,Male,57,115.42,4580.83,Month-to-Month,Mailed Check,300,4.19,1,5,0
1710,50,Female,37,114.05,1454.06,Month-to-Month,Electronic Check,64,26.15,4,6,0
1711,45,Female,16,101.11,2920.44,One Year,Bank Transfer,218,7.06,4,2,1
1712,64,Female,37,42.06,674.05,Month-to-Month,Bank Transfer,122,28.34,3,4,0
1713,25,Male,24,73.26,1420.52,One Year,Mailed Check,319,30.76,8,3,0
1714,51,Female,26,42.43,2079.38,One Year,Bank Transfer,313,23.65,1,4,0
1715,52,Female,20,45.97,2486.54,Month-to-Month,Credit Card,381,14.7,3,3,1
1716,49,Female,9,81.1,100.33,Month-to-Month,Electronic Check,116,2.58,1,5,0
1717,41,Female,29,24.08,4454.41,Month-to-Month,Bank Transfer,308,33.44,9,3,0
1718,31,Female,31,116.95,137.61,Month-to-Month,Credit Card,181,43.65,3,5,1
1719,49,Female,19,111.87,3891.05,Month-to-Month,Mailed Check,173,36.95,5,7,0
1720,73,Female,20,58.08,2405.84,One Year,Bank Transfer,273,44.76,4,8,1
1721,63,Female,27,71.54,2667.01,One Year,Bank Transfer,223,46.55,9,5,0
1722,60,Female,44,66.61,1120.5,Month-to-Month,Electronic Check,319,23.03,9,6,1
1723,33,Male,35,108.22,3076.1,One Year,Bank Transfer,190,35.2,5,1,0
1724,21,Male,71,88.86,2732.44,One Year,Electronic Check,185,20.47,1,3,0
1725,69,Female,22,47.81,904.76,Month-to-Month,Mailed Check,279,46.06,0,3,0
1726,54,Male,15,64.68,1266.78,Month-to-Month,Electronic Check,151,28.59,4,8,0
1727,71,Male,13,62.9,427.83,Month-to-Month,Mailed Check,351,37.87,2,5,0
1728,38,Female,4,115.93,424.79,Month-to-Month,Bank Transfer,336,1.71,2,7,0
1729,31,Female,56,37.53,167.5,Month-to-Month,Credit Card,140,29.2,9,9,0
1730,48,Female,23,28.96,1180.32,Two Year,Mailed Check,258,37.36,4,6,0
1731,72,Female,34,108.06,3430.34,Month-to-Month,Bank Transfer,84,13.59,2,1,0
1732,65,Female,17,109.67,1649.46,One Year,Mailed Check,111,1.7,5,4,1
1733,35,Female,28,107.17,1779.4,Month-to-Month,Bank Transfer,201,37.44,6,8,0
1734,24,Male,14,71.1,746.34,Month-to-Month,Bank Transfer,114,17.57,5,9,0
1735,27,Female,34,85.97,2919.81,One Year,Credit Card,270,22.01,9,9,0
1736,24,Male,57,76.34,1776.5,Month-to-Month,Electronic Check,395,28.54,7,5,0
1737,50,Female,55,26.94,3413.95,One Year,Credit Card,349,6.4,3,8,1
1738,40,Female,66,79.58,3733.15,Month-to-Month,Mailed Check,100,6.07,5,8,0
1739,38,Male,37,21.36,2965,Two Year,Credit Card,157,48.08,2,1,0
1740,36,Female,68,52.5,1452.74,Month-to-Month,Bank Transfer,393,17.61,9,2,1
1741,65,Female,26,113.23,2592.18,Month-to-Month,Bank Transfer,223,13.52,6,9,1
1742,78,Male,61,50.4,1334.46,One Year,Credit Card,338,3.34,5,1,0
1743,36,Female,67,113.98,4524.27,One Year,Mailed Check,241,9.52,5,4,1
1744,53,Male,52,45.01,3855.29,Month-to-Month,Electronic Check,216,22.11,2,7,1
1745,46,Female,18,51.46,2515.73,Two Year,Electronic Check,293,17.76,0,5,0
1746,77,Female,53,82.84,4830.74,One Year,Bank Transfer,304,21.8,1,7,0
1747,35,Male,63,96.16,2779.1,Month-to-Month,Electronic Check,107,35.49,9,0,1
1748,19,Female,53,70.14,1709.82,Month-to-Month,Electronic Check,75,32.45,9,8,0
1749,18,Male,27,108.21,567.79,Month-to-Month,Mailed Check,166,25.16,2,6,1
1750,64,Male,31,24.02,2764.35,Month-to-Month,Electronic Check,291,40.93,0,3,0
1751,22,Male,1,112.22,4316.04,Month-to-Month,Credit Card,279,43.01,7,7,0
1752,37,Female,6,39.63,4346.92,One Year,Mailed Check,380,29.95,8,6,1
1753,28,Female,11,108.42,3062.38,One Year,Credit Card,302,6.76,6,4,0
1754,59,Male,34,60.09,2027.85,Month-to-Month,Bank Transfer,142,20.9,6,4,0
1755,19,Female,63,103.28,3286.45,Month-to-Month,Mailed Check,270,32.09,2,0,0
1756,20,Female,53,87.17,3834.49,Two Year,Electronic Check,244,4.08,8,8,1
1757,40,Female,18,37.59,2116.96,Month-to-Month,Mailed Check,250,1.98,8,5,0
1758,72,Male,21,111.8,2433.65,Month-to-Month,Bank Transfer,276,47.47,4,1,1
1759,29,Female,19,44.55,3435.02,One Year,Credit Card,106,36.77,6,7,0
1760,37,Male,4,44.41,4395.6,One Year,Bank Transfer,119,8.5,0,8,0
1761,22,Female,29,101.42,3975.95,Two Year,Mailed Check,297,22.81,5,3,0
1762,54,Female,25,30.59,209.72,Two Year,Credit Card,122,10.48,9,6,0
1763,55,Male,56,42.2,709.42,Two Year,Credit Card,304,1.5,0,6,1
1764,47,Female,63,70.37,4278.61,Month-to-Month,Mailed Check,313,20.19,9,6,0
1765,26,Male,27,103.05,4185.73,Month-to-Month,Bank Transfer,140,32.77,5,2,0
1766,51,Female,60,34.75,2005.15,Month-to-Month,Electronic Check,175,47.75,5,6,1
1767,70,Male,49,74.77,2962.96,Month-to-Month,Bank Transfer,339,38.72,6,4,0
1768,61,Female,65,91.12,4538.64,Month-to-Month,Electronic Check,289,12.28,6,6,1
1769,52,Female,38,106.06,4566.64,Month-to-Month,Bank Transfer,374,17.47,9,3,0
1770,69,Female,52,113.56,3937.15,Month-to-Month,Mailed Check,59,26.51,2,7,0
1771,75,Male,1,98.46,1126.99,Month-to-Month,Bank Transfer,261,10.37,6,3,0
1772,39,Male,40,85.28,3678.39,Month-to-Month,Bank Transfer,71,41.81,9,4,0
1773,61,Male,21,63.36,595.38,Month-to-Month,Mailed Check,206,9.23,1,9,1
1774,41,Female,15,31.21,4480.3,One Year,Mailed Check,208,15.21,1,6,0
1775,34,Male,50,90.97,830.83,One Year,Credit Card,311,29.3,0,1,0
1776,27,Male,48,119.27,3345.51,Two Year,Bank Transfer,159,7.04,1,6,0
1777,47,Male,32,93.68,3090.19,Month-to-Month,Mailed Check,312,31.61,1,6,0
1778,73,Male,49,21.67,3906.81,Month-to-Month,Mailed Check,62,47.27,8,5,0
1779,76,Male,68,69.63,2802.73,Month-to-Month,Credit Card,112,34.89,2,1,0
1780,63,Male,45,81.46,391.88,One Year,Mailed Check,73,40.83,0,7,0
1781,40,Male,32,88.97,3558.65,One Year,Credit Card,399,22.49,1,5,0
1782,49,Male,4,91.97,1977.46,Month-to-Month,Mailed Check,389,18.9,9,0,0
1783,34,Male,65,75.81,1669.4,One Year,Credit Card,68,17.1,7,2,1
1784,67,Male,71,42.34,4959.2,Month-to-Month,Bank Transfer,388,33.36,9,3,1
1785,68,Female,65,114.22,2992.96,Month-to-Month,Mailed Check,279,26.41,1,9,0
1786,34,Female,18,89.67,3582.52,One Year,Mailed Check,137,24.14,3,9,0
1787,31,Male,54,43.68,2679,Month-to-Month,Bank Transfer,118,5.94,8,7,0
1788,26,Female,47,52.23,3872.87,Month-to-Month,Bank Transfer,199,34,8,6,0
1789,57,Female,6,112.19,3785.16,Month-to-Month,Bank Transfer,365,36.54,6,5,0
1790,19,Male,66,108.75,3320.02,One Year,Credit Card,327,10.61,0,9,0
1791,62,Male,9,60.51,4988.94,Month-to-Month,Mailed Check,141,38.23,9,5,0
1792,42,Male,68,23.83,2352.99,Month-to-Month,Mailed Check,194,44.09,4,9,1
1793,56,Female,23,24.85,3560.34,Two Year,Electronic Check,224,9.56,4,8,0
1794,26,Male,43,48.39,4009.11,Month-to-Month,Electronic Check,194,23.15,1,4,1
1795,71,Female,51,82.91,1942.57,Month-to-Month,Mailed Check,240,43.93,6,2,0
1796,39,Male,25,78.42,2340.16,Month-to-Month,Credit Card,184,24.88,0,0,1
1797,60,Female,35,83.38,4848.92,One Year,Credit Card,78,40.95,0,1,1
1798,63,Female,17,91.73,258.23,Month-to-Month,Electronic Check,286,11.57,9,6,0
1799,21,Male,18,21.9,1742.95,One Year,Electronic Check,249,4.13,0,1,0
1800,43,Male,27,30.51,2482.44,Two Year,Electronic Check,309,3.91,9,8,1
1801,75,Female,15,55.95,107.18,One Year,Electronic Check,167,48.65,6,0,0
1802,46,Female,69,35.49,4505.72,Month-to-Month,Electronic Check,321,9.07,3,3,0
1803,62,Male,15,27.53,1502.6,One Year,Bank Transfer,129,43.38,3,7,0
1804,51,Male,42,84.1,1362.75,One Year,Mailed Check,391,16.47,8,7,1
1805,40,Female,34,101.53,4119.6,Month-to-Month,Mailed Check,124,2.96,3,3,0
1806,54,Male,48,95.26,1462.12,Month-to-Month,Electronic Check,236,12.81,7,3,1
1807,28,Female,8,101.7,3322.35,One Year,Mailed Check,90,25.77,0,3,0
1808,23,Male,10,86.59,4125.37,Month-to-Month,Mailed Check,295,6.23,2,0,0
1809,35,Male,5,93.53,3983.14,Month-to-Month,Bank Transfer,365,46.19,0,2,0
1810,38,Male,48,47.18,3931.56,One Year,Bank Transfer,107,45.09,0,2,0
1811,59,Female,26,119.3,534.32,One Year,Credit Card,279,8.31,2,4,0
1812,53,Male,23,38.32,491.25,Month-to-Month,Credit Card,161,37.12,3,7,0
1813,58,Female,62,41.45,1603.17,Month-to-Month,Electronic Check,253,23.57,5,4,0
1814,55,Male,13,48.89,276.14,One Year,Credit Card,89,49.12,2,3,0
1815,51,Female,9,117.53,2552.11,One Year,Electronic Check,107,3.71,7,6,1
1816,34,Female,20,118.83,2034.43,Two Year,Credit Card,238,24.08,7,0,0
1817,54,Male,57,99.49,2829.43,One Year,Mailed Check,222,14.99,2,5,1
1818,42,Female,24,82.91,1564.06,One Year,Mailed Check,126,36.59,2,8,0
1819,55,Female,33,72.01,2480.19,Two Year,Credit Card,97,6.45,5,1,0
1820,75,Female,20,117.06,1740.25,Month-to-Month,Mailed Check,139,31.78,0,8,0
1821,29,Female,60,89.56,1056.52,Month-to-Month,Mailed Check,60,47.45,0,6,0
1822,40,Male,48,114.47,3281.9,Month-to-Month,Electronic Check,105,23.24,4,6,0
1823,70,Male,64,51.66,3399.84,Month-to-Month,Mailed Check,328,23.26,9,3,0
1824,59,Male,30,53.38,4163.24,Month-to-Month,Credit Card,82,25.29,6,9,1
1825,39,Female,17,105.47,4386.28,Month-to-Month,Mailed Check,229,21.37,0,4,0
1826,38,Female,14,34.99,3551.86,One Year,Electronic Check,165,22.93,1,5,1
1827,44,Male,19,114.59,3468.74,One Year,Credit Card,77,23.7,8,5,0
1828,74,Male,71,70.75,377.71,Month-to-Month,Electronic Check,164,49.91,0,7,0
1829,48,Female,59,112.64,637.92,Month-to-Month,Mailed Check,269,6.71,2,9,0
1830,23,Male,67,53.68,4081.56,Month-to-Month,Mailed Check,275,14.98,7,4,0
1831,44,Male,44,91.6,1241.46,One Year,Mailed Check,292,11.33,1,9,0
1832,57,Female,32,68.29,1842.27,Month-to-Month,Bank Transfer,228,27.67,9,3,0
1833,51,Male,11,82.68,811.96,Two Year,Electronic Check,357,1.14,6,7,0
1834,29,Female,2,70.44,1056.24,Month-to-Month,Credit Card,249,46.13,1,9,1
1835,62,Male,68,116.71,3899.54,Month-to-Month,Mailed Check,314,27.02,2,7,0
1836,74,Female,17,89.21,1383.11,Month-to-Month,Bank Transfer,323,44.91,9,2,0
1837,70,Female,40,45.13,2300.27,Month-to-Month,Bank Transfer,243,17.9,8,1,0
1838,24,Female,46,110.97,843.19,One Year,Electronic Check,131,8.35,3,0,0
1839,27,Female,4,49.4,3421.86,Two Year,Mailed Check,217,10.42,6,0,1
1840,62,Female,38,57.16,3668.52,Month-to-Month,Electronic Check,115,24.07,5,3,0
1841,34,Male,63,30.21,1872.29,One Year,Mailed Check,71,2.97,6,9,0
1842,43,Male,29,110,3945.26,Month-to-Month,Mailed Check,385,39.31,6,1,1
1843,38,Male,19,48.61,1275.54,Month-to-Month,Mailed Check,150,39.74,1,2,1
1844,45,Female,29,45.89,3490.33,One Year,Bank Transfer,379,35.4,0,2,0
1845,79,Male,35,112.03,3676.83,Month-to-Month,Electronic Check,225,44.92,9,6,0
1846,75,Female,70,100.55,4846.42,Month-to-Month,Electronic Check,321,27.92,5,5,0
1847,63,Female,23,34.11,1238.38,Month-to-Month,Electronic Check,98,24.49,6,4,0
1848,19,Male,46,96.93,559.18,Month-to-Month,Credit Card,150,26.93,1,8,0
1849,77,Female,44,111.3,1388.87,Month-to-Month,Credit Card,112,9.92,1,3,1
1850,71,Male,48,27.85,702.02,One Year,Bank Transfer,361,26.1,8,9,1
1851,60,Female,52,102.52,931.5,Month-to-Month,Bank Transfer,382,27.55,4,2,0
1852,18,Female,8,74.74,1737.16,Month-to-Month,Bank Transfer,86,38.46,6,6,0
1853,68,Male,55,86.92,2128.55,Month-to-Month,Electronic Check,256,18.05,0,6,0
1854,70,Female,66,69.29,4528.25,Month-to-Month,Electronic Check,271,5.52,3,1,0
1855,53,Male,40,89.78,1058.52,One Year,Mailed Check,272,30.28,1,8,0
1856,68,Female,31,23.41,4861.62,Two Year,Electronic Check,398,39.61,4,7,0
1857,43,Male,48,96.27,4069.75,Two Year,Bank Transfer,81,48.51,0,0,0
1858,46,Female,61,23.33,4419.21,Month-to-Month,Bank Transfer,200,5.42,9,1,0
1859,38,Male,52,65.53,4654.28,Two Year,Mailed Check,123,37.57,6,1,0
1860,28,Male,38,35.1,3790.88,Month-to-Month,Credit Card,121,30.2,1,7,0
1861,57,Female,36,102.36,3965.02,Month-to-Month,Electronic Check,326,1.75,2,2,0
1862,28,Male,55,51.37,2245.31,One Year,Electronic Check,252,36.19,4,6,0
1863,53,Female,13,65.41,2601.21,Month-to-Month,Credit Card,152,2.28,8,9,1
1864,66,Female,37,62.88,4669.18,Month-to-Month,Bank Transfer,224,39.48,9,5,0
1865,76,Male,47,97.25,1953.45,Two Year,Bank Transfer,260,36.34,3,1,0
1866,56,Male,71,68.11,305.54,One Year,Bank Transfer,302,34.71,7,8,1
1867,57,Male,22,98.9,3837.5,Month-to-Month,Electronic Check,367,6.88,7,8,1
1868,52,Male,39,27.35,2908.47,One Year,Credit Card,343,46.03,9,6,0
1869,71,Male,58,39.16,4092.89,One Year,Credit Card,203,45.05,3,3,1
1870,51,Female,30,75.15,470.2,Two Year,Bank Transfer,345,45.11,3,0,0
1871,72,Male,18,114.71,3144.04,Month-to-Month,Electronic Check,193,18.66,1,7,0
1872,64,Female,18,27.48,1313.76,One Year,Credit Card,68,25.12,7,8,0
1873,41,Male,39,24.31,4526.02,One Year,Electronic Check,78,6.63,0,7,0
1874,71,Male,26,35.66,638.56,One Year,Mailed Check,238,3.5,4,1,1
1875,39,Male,71,84.12,4231.04,One Year,Bank Transfer,213,3.88,7,6,0
1876,22,Female,7,59.9,533.92,Month-to-Month,Bank Transfer,390,28.87,5,9,0
1877,73,Male,69,102.56,222.98,Month-to-Month,Mailed Check,315,16.75,9,0,0
1878,50,Female,65,27.19,1251.79,Two Year,Credit Card,224,29.4,3,4,1
1879,75,Female,46,39.64,1731.92,Month-to-Month,Bank Transfer,221,30.04,8,7,0
1880,53,Female,18,50,3169.99,Month-to-Month,Credit Card,165,45.45,2,8,0
1881,64,Male,13,82.67,745.45,One Year,Bank Transfer,300,44.23,8,9,0
1882,37,Female,25,88.52,2242.92,Month-to-Month,Mailed Check,56,36.21,0,2,0
1883,36,Male,8,32.42,1100.89,Month-to-Month,Mailed Check,246,41.11,3,7,0
1884,52,Female,32,114.38,4290.99,Month-to-Month,Credit Card,324,1.15,9,2,1
1885,69,Male,17,54.1,320.34,One Year,Bank Transfer,82,1.76,2,7,0
1886,60,Female,48,91.32,1844.09,Two Year,Bank Transfer,201,23.47,1,4,1
1887,34,Male,63,72.42,3193.73,One Year,Electronic Check,72,33.03,3,6,0
1888,79,Male,40,42.28,4574.13,Month-to-Month,Electronic Check,304,39.91,3,5,0
1889,76,Male,15,104.62,4353.17,Two Year,Bank Transfer,135,22.92,8,4,1
1890,62,Female,6,101.82,4486.44,Month-to-Month,Credit Card,230,47.07,9,1,0
1891,60,Female,63,59.61,407.98,Month-to-Month,Mailed Check,198,40.93,5,8,1
1892,51,Male,8,78.86,4220.52,Month-to-Month,Bank Transfer,387,6.04,5,6,0
1893,26,Female,32,45.78,3921.57,Two Year,Electronic Check,151,22.57,5,6,0
1894,43,Female,45,88.99,4521.92,Month-to-Month,Mailed Check,140,49.75,5,4,0
1895,19,Female,52,50.9,1626.72,One Year,Credit Card,86,21.09,7,2,0
1896,70,Female,13,104.41,4567.65,Month-to-Month,Bank Transfer,98,19.93,3,8,0
1897,26,Female,24,41.74,2072.94,Month-to-Month,Bank Transfer,88,15.41,0,9,0
1898,26,Female,40,21.48,3207.09,Two Year,Mailed Check,79,24.84,2,7,0
1899,57,Female,14,46.85,2178.48,Month-to-Month,Mailed Check,92,36.76,7,5,1
1900,34,Male,70,39.11,2195.48,One Year,Electronic Check,255,3.33,0,1,0
1901,18,Male,62,70.83,2778.52,Month-to-Month,Credit Card,275,41.95,4,6,0
1902,42,Female,61,40.37,1844.04,One Year,Mailed Check,81,45.96,1,4,0
1903,78,Male,1,96.32,3984.41,One Year,Credit Card,175,39.27,9,7,0
1904,60,Male,66,44.14,3204.83,Month-to-Month,Credit Card,144,45.87,3,5,0
1905,57,Male,32,90.7,3479.8,Month-to-Month,Bank Transfer,51,5.65,2,9,0
1906,59,Female,13,77.85,1232.07,Two Year,Mailed Check,352,23.06,0,8,1
1907,42,Female,33,118.62,4850.92,One Year,Mailed Check,148,4.48,4,7,1
1908,56,Female,32,119.99,3334.86,Month-to-Month,Electronic Check,72,42,8,6,1
1909,52,Female,56,106.95,1066.26,One Year,Bank Transfer,390,47.67,2,0,0
1910,20,Female,24,96,3777.4,One Year,Mailed Check,267,15.59,0,9,1
1911,67,Male,4,58.65,951.2,Month-to-Month,Mailed Check,271,27.23,0,8,0
1912,54,Female,23,95.33,410.59,Month-to-Month,Electronic Check,346,15.59,0,7,0
1913,61,Male,29,115.67,2685.01,Two Year,Electronic Check,347,19.56,3,0,1
1914,61,Female,21,22.34,2812.27,Two Year,Credit Card,121,24.35,4,0,0
1915,68,Male,30,73.79,1025.93,One Year,Bank Transfer,216,39.75,7,2,0
1916,47,Female,20,41.8,1807.06,Month-to-Month,Credit Card,274,8.2,9,2,0
1917,55,Female,16,75.79,4734.27,Two Year,Electronic Check,187,8.7,6,1,0
1918,51,Female,67,66.64,1496.52,One Year,Mailed Check,259,10.89,9,7,0
1919,29,Female,49,77.58,862.28,Month-to-Month,Mailed Check,161,3.6,3,4,1
1920,36,Female,58,75.1,4963.55,One Year,Electronic Check,277,32.53,1,0,0
1921,54,Female,44,116.01,1581.3,One Year,Credit Card,282,10.3,1,0,0
